,cell_name,is_seq,is_macro,is_in_clk,x0,y0,x1,y1,is_filler,is_buf,is_inv,libcell_name,cell_static_power,cell_dynamic_power,x,y,new_cellname,id
0,FILLER_0_0_104,0,0,0,6696,1080,6804,1350,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6750.0,1215.0,cell0,1342
1,FILLER_0_0_111,0,0,0,7074,1080,7614,1350,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,7344.0,1215.0,cell1,1343
2,FILLER_0_0_136,0,0,0,8424,1080,9612,1350,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9018.0,1215.0,cell2,1344
3,FILLER_0_0_158,0,0,0,9612,1080,9828,1350,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,9720.0,1215.0,cell3,1345
4,FILLER_0_0_162,0,0,0,9828,1080,9882,1350,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9855.0,1215.0,cell4,1346
5,FILLER_0_0_168,0,0,0,10152,1080,10908,1350,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,10530.0,1215.0,cell5,1347
6,FILLER_0_0_182,0,0,0,10908,1080,11016,1350,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,10962.0,1215.0,cell6,1348
7,FILLER_0_0_184,0,0,0,11016,1080,11070,1350,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,11043.0,1215.0,cell7,1349
8,FILLER_0_0_190,0,0,0,11340,1080,11448,1350,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,11394.0,1215.0,cell8,1350
9,FILLER_0_0_197,0,0,0,11718,1080,12906,1350,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12312.0,1215.0,cell9,1351
10,FILLER_0_0_2,0,0,0,1188,1080,2376,1350,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,1215.0,cell10,1352
11,FILLER_0_0_219,0,0,0,12906,1080,14094,1350,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13500.0,1215.0,cell11,1353
12,FILLER_0_0_24,0,0,0,2376,1080,3564,1350,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,1215.0,cell12,1354
13,FILLER_0_0_241,0,0,0,14094,1080,14850,1350,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14472.0,1215.0,cell13,1355
14,FILLER_0_0_255,0,0,0,14850,1080,14958,1350,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14904.0,1215.0,cell14,1356
15,FILLER_0_0_257,0,0,0,14958,1080,15012,1350,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,1215.0,cell15,1357
16,FILLER_0_0_46,0,0,0,3564,1080,4320,1350,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,3942.0,1215.0,cell16,1358
17,FILLER_0_0_60,0,0,0,4320,1080,4644,1350,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4482.0,1215.0,cell17,1359
18,FILLER_0_0_86,0,0,0,5724,1080,6264,1350,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,5994.0,1215.0,cell18,1360
19,FILLER_0_0_96,0,0,0,6264,1080,6372,1350,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6318.0,1215.0,cell19,1361
20,FILLER_0_0_98,0,0,0,6372,1080,6426,1350,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,6399.0,1215.0,cell20,1362
21,FILLER_0_10_117,0,0,0,7398,3780,7938,4050,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,7668.0,3915.0,cell21,1363
22,FILLER_0_10_148,0,0,0,9072,3780,9288,4050,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,9180.0,3915.0,cell22,1364
23,FILLER_0_10_158,0,0,0,9612,3780,10800,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10206.0,3915.0,cell23,1365
24,FILLER_0_10_180,0,0,0,10800,3780,11988,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11394.0,3915.0,cell24,1366
25,FILLER_0_10_2,0,0,0,1188,3780,2376,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,3915.0,cell25,1367
26,FILLER_0_10_202,0,0,0,11988,3780,13176,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12582.0,3915.0,cell26,1368
27,FILLER_0_10_224,0,0,0,13176,3780,13500,4050,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,13338.0,3915.0,cell27,1369
28,FILLER_0_10_235,0,0,0,13770,3780,14958,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,14364.0,3915.0,cell28,1370
29,FILLER_0_10_24,0,0,0,2376,3780,3564,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,3915.0,cell29,1371
30,FILLER_0_10_257,0,0,0,14958,3780,15012,4050,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,3915.0,cell30,1372
31,FILLER_0_10_46,0,0,0,3564,3780,4752,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,3915.0,cell31,1373
32,FILLER_0_10_68,0,0,0,4752,3780,5076,4050,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4914.0,3915.0,cell32,1374
33,FILLER_0_10_95,0,0,0,6210,3780,7398,4050,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,6804.0,3915.0,cell33,1375
34,FILLER_0_11_110,0,0,0,7020,4050,7344,4320,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,7182.0,4185.0,cell34,1376
35,FILLER_0_11_116,0,0,0,7344,4050,7398,4320,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7371.0,4185.0,cell35,1377
36,FILLER_0_11_126,0,0,0,7884,4050,7992,4320,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7938.0,4185.0,cell36,1378
37,FILLER_0_11_128,0,0,0,7992,4050,8046,4320,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,8019.0,4185.0,cell37,1379
38,FILLER_0_11_146,0,0,0,8964,4050,9288,4320,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,9126.0,4185.0,cell38,1380
39,FILLER_0_11_152,0,0,0,9288,4050,9396,4320,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,9342.0,4185.0,cell39,1381
40,FILLER_0_11_154,0,0,0,9396,4050,9450,4320,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9423.0,4185.0,cell40,1382
41,FILLER_0_11_161,0,0,0,9774,4050,10962,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10368.0,4185.0,cell41,1383
42,FILLER_0_11_183,0,0,0,10962,4050,12150,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11556.0,4185.0,cell42,1384
43,FILLER_0_11_2,0,0,0,1188,4050,2376,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,4185.0,cell43,1385
44,FILLER_0_11_205,0,0,0,12150,4050,13338,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12744.0,4185.0,cell44,1386
45,FILLER_0_11_227,0,0,0,13338,4050,14526,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13932.0,4185.0,cell45,1387
46,FILLER_0_11_24,0,0,0,2376,4050,3564,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,4185.0,cell46,1388
47,FILLER_0_11_249,0,0,0,14526,4050,14850,4320,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14688.0,4185.0,cell47,1389
48,FILLER_0_11_255,0,0,0,14850,4050,14958,4320,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14904.0,4185.0,cell48,1390
49,FILLER_0_11_257,0,0,0,14958,4050,15012,4320,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,4185.0,cell49,1391
50,FILLER_0_11_46,0,0,0,3564,4050,4752,4320,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,4185.0,cell50,1392
51,FILLER_0_11_68,0,0,0,4752,4050,5508,4320,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,5130.0,4185.0,cell51,1393
52,FILLER_0_11_82,0,0,0,5508,4050,5724,4320,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,5616.0,4185.0,cell52,1394
53,FILLER_0_11_96,0,0,0,6264,4050,7020,4320,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,6642.0,4185.0,cell53,1395
54,FILLER_0_12_108,0,0,0,6912,4320,8100,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,7506.0,4455.0,cell54,1396
55,FILLER_0_12_130,0,0,0,8100,4320,8316,4590,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,8208.0,4455.0,cell55,1397
56,FILLER_0_12_147,0,0,0,9018,4320,9126,4590,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,9072.0,4455.0,cell56,1398
57,FILLER_0_12_156,0,0,0,9504,4320,10692,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10098.0,4455.0,cell57,1399
58,FILLER_0_12_178,0,0,0,10692,4320,10746,4590,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,10719.0,4455.0,cell58,1400
59,FILLER_0_12_186,0,0,0,11124,4320,12312,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11718.0,4455.0,cell59,1401
60,FILLER_0_12_2,0,0,0,1188,4320,2376,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,4455.0,cell60,1402
61,FILLER_0_12_208,0,0,0,12312,4320,13500,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12906.0,4455.0,cell61,1403
62,FILLER_0_12_230,0,0,0,13500,4320,14688,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,14094.0,4455.0,cell62,1404
63,FILLER_0_12_24,0,0,0,2376,4320,3564,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,4455.0,cell63,1405
64,FILLER_0_12_252,0,0,0,14688,4320,15012,4590,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14850.0,4455.0,cell64,1406
65,FILLER_0_12_46,0,0,0,3564,4320,4752,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,4455.0,cell65,1407
66,FILLER_0_12_68,0,0,0,4752,4320,5940,4590,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,4455.0,cell66,1408
67,FILLER_0_12_90,0,0,0,5940,4320,6264,4590,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,6102.0,4455.0,cell67,1409
68,FILLER_0_13_104,0,0,0,6696,4590,7236,4860,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,6966.0,4725.0,cell68,1410
69,FILLER_0_13_114,0,0,0,7236,4590,7290,4860,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7263.0,4725.0,cell69,1411
70,FILLER_0_13_123,0,0,0,7722,4590,8262,4860,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,7992.0,4725.0,cell70,1412
71,FILLER_0_13_150,0,0,0,9180,4590,10368,4860,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9774.0,4725.0,cell71,1413
72,FILLER_0_13_172,0,0,0,10368,4590,10476,4860,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,10422.0,4725.0,cell72,1414
73,FILLER_0_13_174,0,0,0,10476,4590,10530,4860,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,10503.0,4725.0,cell73,1415
74,FILLER_0_13_2,0,0,0,1188,4590,2376,4860,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,4725.0,cell74,1416
75,FILLER_0_13_215,0,0,0,12690,4590,13878,4860,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13284.0,4725.0,cell75,1417
76,FILLER_0_13_237,0,0,0,13878,4590,14634,4860,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14256.0,4725.0,cell76,1418
77,FILLER_0_13_24,0,0,0,2376,4590,3564,4860,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,4725.0,cell77,1419
78,FILLER_0_13_251,0,0,0,14634,4590,14958,4860,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14796.0,4725.0,cell78,1420
79,FILLER_0_13_257,0,0,0,14958,4590,15012,4860,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,4725.0,cell79,1421
80,FILLER_0_13_46,0,0,0,3564,4590,4752,4860,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,4725.0,cell80,1422
81,FILLER_0_13_68,0,0,0,4752,4590,5940,4860,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,4725.0,cell81,1423
82,FILLER_0_13_90,0,0,0,5940,4590,6264,4860,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,6102.0,4725.0,cell82,1424
83,FILLER_0_14_112,0,0,0,7128,4860,8316,5130,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,7722.0,4995.0,cell83,1425
84,FILLER_0_14_134,0,0,0,8316,4860,8424,5130,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,8370.0,4995.0,cell84,1426
85,FILLER_0_14_136,0,0,0,8424,4860,8478,5130,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,8451.0,4995.0,cell85,1427
86,FILLER_0_14_149,0,0,0,9126,4860,10314,5130,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9720.0,4995.0,cell86,1428
87,FILLER_0_14_171,0,0,0,10314,4860,10422,5130,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,10368.0,4995.0,cell87,1429
88,FILLER_0_14_176,0,0,0,10584,4860,10800,5130,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,10692.0,4995.0,cell88,1430
89,FILLER_0_14_185,0,0,0,11070,4860,11178,5130,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,11124.0,4995.0,cell89,1431
90,FILLER_0_14_2,0,0,0,1188,4860,2376,5130,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,4995.0,cell90,1432
91,FILLER_0_14_211,0,0,0,12474,4860,13662,5130,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13068.0,4995.0,cell91,1433
92,FILLER_0_14_233,0,0,0,13662,4860,14850,5130,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,14256.0,4995.0,cell92,1434
93,FILLER_0_14_24,0,0,0,2376,4860,3564,5130,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,4995.0,cell93,1435
94,FILLER_0_14_255,0,0,0,14850,4860,14958,5130,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14904.0,4995.0,cell94,1436
95,FILLER_0_14_257,0,0,0,14958,4860,15012,5130,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,4995.0,cell95,1437
96,FILLER_0_14_46,0,0,0,3564,4860,3888,5130,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,3726.0,4995.0,cell96,1438
97,FILLER_0_14_52,0,0,0,3888,4860,3996,5130,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,3942.0,4995.0,cell97,1439
98,FILLER_0_14_75,0,0,0,5130,4860,5238,5130,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,5184.0,4995.0,cell98,1440
99,FILLER_0_14_77,0,0,0,5238,4860,5292,5130,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5265.0,4995.0,cell99,1441
100,FILLER_0_14_97,0,0,0,6318,4860,6858,5130,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,6588.0,4995.0,cell100,1442
101,FILLER_0_15_105,0,0,0,6750,5130,7290,5400,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,7020.0,5265.0,cell101,1443
102,FILLER_0_15_115,0,0,0,7290,5130,7398,5400,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7344.0,5265.0,cell102,1444
103,FILLER_0_15_129,0,0,0,8046,5130,8154,5400,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,8100.0,5265.0,cell103,1445
104,FILLER_0_15_131,0,0,0,8154,5130,8208,5400,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,8181.0,5265.0,cell104,1446
105,FILLER_0_15_145,0,0,0,8910,5130,9234,5400,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,9072.0,5265.0,cell105,1447
106,FILLER_0_15_151,0,0,0,9234,5130,9288,5400,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9261.0,5265.0,cell106,1448
107,FILLER_0_15_183,0,0,0,10962,5130,11178,5400,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,11070.0,5265.0,cell107,1449
108,FILLER_0_15_199,0,0,0,11826,5130,11880,5400,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,11853.0,5265.0,cell108,1450
109,FILLER_0_15_2,0,0,0,1188,5130,2376,5400,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,5265.0,cell109,1451
110,FILLER_0_15_217,0,0,0,12798,5130,13122,5400,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,12960.0,5265.0,cell110,1452
111,FILLER_0_15_228,0,0,0,13392,5130,14580,5400,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13986.0,5265.0,cell111,1453
112,FILLER_0_15_24,0,0,0,2376,5130,3564,5400,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,5265.0,cell112,1454
113,FILLER_0_15_250,0,0,0,14580,5130,14904,5400,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14742.0,5265.0,cell113,1455
114,FILLER_0_15_256,0,0,0,14904,5130,15012,5400,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14958.0,5265.0,cell114,1456
115,FILLER_0_15_46,0,0,0,3564,5130,4320,5400,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,3942.0,5265.0,cell115,1457
116,FILLER_0_15_60,0,0,0,4320,5130,4644,5400,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4482.0,5265.0,cell116,1458
117,FILLER_0_15_69,0,0,0,4806,5130,5562,5400,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,5184.0,5265.0,cell117,1459
118,FILLER_0_15_83,0,0,0,5562,5130,5670,5400,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,5616.0,5265.0,cell118,1460
119,FILLER_0_15_85,0,0,0,5670,5130,5724,5400,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5697.0,5265.0,cell119,1461
120,FILLER_0_15_97,0,0,0,6318,5130,6426,5400,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6372.0,5265.0,cell120,1462
121,FILLER_0_16_102,0,0,0,6588,5400,6912,5670,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,6750.0,5535.0,cell121,1463
122,FILLER_0_16_108,0,0,0,6912,5400,7020,5670,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6966.0,5535.0,cell122,1464
123,FILLER_0_16_122,0,0,0,7668,5400,8424,5670,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,8046.0,5535.0,cell123,1465
124,FILLER_0_16_136,0,0,0,8424,5400,8532,5670,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,8478.0,5535.0,cell124,1466
125,FILLER_0_16_146,0,0,0,8964,5400,9288,5670,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,9126.0,5535.0,cell125,1467
126,FILLER_0_16_182,0,0,0,10908,5400,11664,5670,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,11286.0,5535.0,cell126,1468
127,FILLER_0_16_196,0,0,0,11664,5400,11988,5670,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,11826.0,5535.0,cell127,1469
128,FILLER_0_16_2,0,0,0,1188,5400,1242,5670,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,1215.0,5535.0,cell128,1470
129,FILLER_0_16_202,0,0,0,11988,5400,12042,5670,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,12015.0,5535.0,cell129,1471
130,FILLER_0_16_209,0,0,0,12366,5400,13554,5670,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12960.0,5535.0,cell130,1472
131,FILLER_0_16_236,0,0,0,13824,5400,13932,5670,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,13878.0,5535.0,cell131,1473
132,FILLER_0_16_243,0,0,0,14202,5400,14958,5670,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14580.0,5535.0,cell132,1474
133,FILLER_0_16_257,0,0,0,14958,5400,15012,5670,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,5535.0,cell133,1475
134,FILLER_0_16_30,0,0,0,2700,5400,3456,5670,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,3078.0,5535.0,cell134,1476
135,FILLER_0_16_44,0,0,0,3456,5400,3672,5670,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,3564.0,5535.0,cell135,1477
136,FILLER_0_16_60,0,0,0,4320,5400,5076,5670,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,4698.0,5535.0,cell136,1478
137,FILLER_0_16_74,0,0,0,5076,5400,5400,5670,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,5238.0,5535.0,cell137,1479
138,FILLER_0_16_8,0,0,0,1512,5400,2700,5670,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2106.0,5535.0,cell138,1480
139,FILLER_0_16_80,0,0,0,5400,5400,5454,5670,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5427.0,5535.0,cell139,1481
140,FILLER_0_17_105,0,0,0,6750,5670,7290,5940,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,7020.0,5805.0,cell140,1482
141,FILLER_0_17_115,0,0,0,7290,5670,7344,5940,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7317.0,5805.0,cell141,1483
142,FILLER_0_17_130,0,0,0,8100,5670,8424,5940,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,8262.0,5805.0,cell142,1484
143,FILLER_0_17_136,0,0,0,8424,5670,8532,5940,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,8478.0,5805.0,cell143,1485
144,FILLER_0_17_138,0,0,0,8532,5670,8586,5940,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,8559.0,5805.0,cell144,1486
145,FILLER_0_17_145,0,0,0,8910,5670,9666,5940,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,9288.0,5805.0,cell145,1487
146,FILLER_0_17_159,0,0,0,9666,5670,9774,5940,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,9720.0,5805.0,cell146,1488
147,FILLER_0_17_173,0,0,0,10422,5670,10476,5940,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,10449.0,5805.0,cell147,1489
148,FILLER_0_17_180,0,0,0,10800,5670,11988,5940,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11394.0,5805.0,cell148,1490
149,FILLER_0_17_2,0,0,0,1188,5670,2376,5940,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,5805.0,cell149,1491
150,FILLER_0_17_202,0,0,0,11988,5670,13176,5940,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12582.0,5805.0,cell150,1492
151,FILLER_0_17_224,0,0,0,13176,5670,14364,5940,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13770.0,5805.0,cell151,1493
152,FILLER_0_17_24,0,0,0,2376,5670,3564,5940,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,5805.0,cell152,1494
153,FILLER_0_17_246,0,0,0,14364,5670,14904,5940,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,14634.0,5805.0,cell153,1495
154,FILLER_0_17_256,0,0,0,14904,5670,15012,5940,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14958.0,5805.0,cell154,1496
155,FILLER_0_17_46,0,0,0,3564,5670,3780,5940,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,3672.0,5805.0,cell155,1497
156,FILLER_0_17_50,0,0,0,3780,5670,3834,5940,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,3807.0,5805.0,cell156,1498
157,FILLER_0_17_69,0,0,0,4806,5670,5130,5940,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4968.0,5805.0,cell157,1499
158,FILLER_0_17_75,0,0,0,5130,5670,5238,5940,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,5184.0,5805.0,cell158,1500
159,FILLER_0_17_77,0,0,0,5238,5670,5292,5940,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5265.0,5805.0,cell159,1501
160,FILLER_0_18_114,0,0,0,7236,5940,7344,6210,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7290.0,6075.0,cell160,1502
161,FILLER_0_18_116,0,0,0,7344,5940,7398,6210,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7371.0,6075.0,cell161,1503
162,FILLER_0_18_131,0,0,0,8154,5940,8262,6210,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,8208.0,6075.0,cell162,1504
163,FILLER_0_18_141,0,0,0,8694,5940,9018,6210,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,8856.0,6075.0,cell163,1505
164,FILLER_0_18_153,0,0,0,9342,5940,10530,6210,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9936.0,6075.0,cell164,1506
165,FILLER_0_18_175,0,0,0,10530,5940,11718,6210,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11124.0,6075.0,cell165,1507
166,FILLER_0_18_197,0,0,0,11718,5940,12906,6210,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12312.0,6075.0,cell166,1508
167,FILLER_0_18_2,0,0,0,1188,5940,2376,6210,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,6075.0,cell167,1509
168,FILLER_0_18_219,0,0,0,12906,5940,14094,6210,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13500.0,6075.0,cell168,1510
169,FILLER_0_18_24,0,0,0,2376,5940,2700,6210,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,2538.0,6075.0,cell169,1511
170,FILLER_0_18_241,0,0,0,14094,5940,14850,6210,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14472.0,6075.0,cell170,1512
171,FILLER_0_18_255,0,0,0,14850,5940,14958,6210,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14904.0,6075.0,cell171,1513
172,FILLER_0_18_257,0,0,0,14958,5940,15012,6210,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,6075.0,cell172,1514
173,FILLER_0_18_30,0,0,0,2700,5940,2808,6210,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,2754.0,6075.0,cell173,1515
